,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,No,Datetime,Tweet,Artist,Genre,song,Album,Unnamed: 5,Sentiment
145,145,145,145,210,1/17/2019 7:31,b'#NowPlaying MARY J BLIGE-I CAN LOVE YOU(LIL KIM)(FM On ', Mary J. Blige,ROCK,I CAN LOVE YOU, Share My World,,Positive
146,146,146,146,212,1/17/2019 7:30,"b'RT   HIGH SCENE\n\n""Herbie Hancock""\n\n#HerbieHancock Trio One Finger Snap Live at Montreux\n\nHerbie Hancock(p)\nJeff Littleton'",Herbie Hancock ,Jazz,One Finger Snap,Empyrean Isles,,Negative
147,147,147,147,213,1/17/2019 7:30,b'#nowplaying Camila Cabello  She Loves Control ',Camila Cabello,pop,She Loves Control,Camila,,Neutral
148,148,148,148,215,1/17/2019 7:30,b'#nowplaying on The Mad Music Asylum Rhapsody in Red by Jerry Garcia Listen Live at  ',Jerry Garcia Band,Rock,Rhapsody in Red , Cats Under the Stars,,Negative
149,149,149,149,216,1/17/2019 7:30,b'#NowPlaying  Ure Midge  That Certain Smile  If I Was The Very Best of Midge Ure &amp;a  #TuneInLive at ',Ure Midge,pop,  That Certain Smile  ,The Gift,,Positive
150,150,150,150,217,1/17/2019 7:30,b'#NowPlaying Wonderwall X Joyride (DJ Sinclair Mashup (Enrie Beehive Edit by Oasis vs Bassjackers &amp Brooks on ',Oasis vs Bassjackers ,pop,Wonderwall X Joyride ,DJ Sinclair Mashup,,Neutral
151,151,151,151,219,1/17/2019 7:30,"b""Ethan and Gabrielle Children's Station ID by What Happens Next from WLOY ID #NowPlaying #CollegeRadio""",Joe Satriani,Electronic,What Happens Next,What Happens Next,,Neutral
152,152,152,152,220,1/17/2019 7:30,b'#NowPlaying on AT Radio Xylo Aria  MRI  Xylo Aria  #newmusic #internetradio #np #tunein',Xylo Aria  ,pop,MRI,  Xylo Aria ,,Neutral
153,153,153,153,221,1/17/2019 7:30,b'#NowPlaying Badmind Low Mi by D Angel #listen online on   Urban Reggae ', D Angel ,Reggae,Badmind Low Mi,Badmind Low Mi,,Neutral
154,154,154,154,222,1/17/2019 7:30,b'#NOWPLAYING Pimpn Smallz ft 700 Escobar  MONKEYTOWN 2  Dat Bitch Hard Circle Radio  ',Pimpn Smallz ,rock,700 Escobar  MONKEYTOWN 2,  Dat Bitch Hard Circle,,Negative
155,155,155,155,223,1/17/2019 7:30,b'#NowPlaying Hello Baby by Bob Luman Tune in at',Bob Luman,Rock,Hello Baby , Rockabilly Classics,,Neutral
156,156,156,156,224,1/17/2019 7:30,b'#NowPlaying ANYONE CAN TELL by DARRYL JOHNSON   on  ',DARRYL JOHNSON,rock,ANYONE CAN TELL ,ANYONE CAN TELL ,,Neutral
157,157,157,157,225,1/17/2019 7:30,"b""#NowPlaying Let's Spend The Night Together by AmazonicsBossa n'Essentials [Disc 1  The Classics""",Amazonics,Anime,Let's Spend The Night Together,Bossa n Essentials,,Neutral
158,158,158,158,226,1/17/2019 7:30,b'Nights Like This (feat Ty Dolla $ign by Kehlani Ty Dolla $ign  #NowPlaying', Kehlani,Soul,Nights Like This,Ty Dolla $ign,,Neutral
159,159,159,159,227,1/17/2019 7:30,b'#NowPlaying on #70vibefm Bite Your Lip (Get Up And Dance! by    Why not visit our site ', Elton John,ROCK,Bite Your Lip (Get Up And Dance!, Blue Moves,,Neutral
160,160,160,160,229,1/17/2019 7:30,b'#NowPlaying bornrelic  Take It Back : Tune In ',bornrelic  ,Rap,Take It Back, Everybody,,Neutral
161,161,161,161,230,1/17/2019 7:30,b'#NowPlaying Super Bad by James Brown on #UrbanRadio Soul Hits Station ',James Brown,funk,Super Bad ,Revolution of the Mind: Live at the Apollo,,Negative
162,162,162,162,232,1/17/2019 7:30,b'#NowPlaying Nice For What (Dirty by   on  ',Drake,pop,Nice For What ,Nice For What Dirty,,Neutral
163,163,163,163,233,1/17/2019 7:30,"b""#NowPlaying Wherever You Will Go  The Calling on Montreal's Mountain City Rock  The City's Online Rock Station #MontrealRadio""",The Calling,pop,Wherever You Will Go, Camino Palmero,,Neutral
164,164,164,164,234,1/17/2019 7:30,b'#NowPlaying\nGOLD NIGHT  DAVE RODGERS feat Eurobeat Union\n\nCommand....',DAVE RODGERS,ROCK,GOLD NIGHT,Eurobeat Union,,Neutral
165,165,165,165,235,1/17/2019 7:30,"b'#NOWPLAYING   X Wade  Cruisin Ft Teddy D       ""THE HOME OF BOSTON HIP HOP""'",X Wade Teddy D,ROCK,THE HOME OF BOSTON,Cruisin,,Neutral
166,166,166,166,236,1/17/2019 7:30,b'#NowPlaying Dancing In The Dark by Bruce Springsteen on  Listen  and ',Bruce Springsteen,Alternative,Dancing In The Dark,Born in the U.S.A.,,Negative
167,167,167,167,237,1/17/2019 7:30,b'#NowPlaying Wipe Me Down by Lil Boosie feat Webbie Foxx on #UrbanRadio Old School Hip Hop ',Boosie Badazz,Rap,Wipe Me Down, Bad Azz,,Negative
168,168,168,168,239,1/17/2019 7:30,b'#NowPlaying Luke Bryan  Fast : Tune In ',Luke Bryan,country,Fast,Kill the Lights,,Positive
169,169,169,169,240,1/17/2019 7:30,"b""#NowPlaying DLet's Go Come On""",D,ROCK,Let's Go Come On,initiaD,,Neutral
170,170,170,170,241,1/17/2019 7:30,b'RT   ROOOOCK the #Night Awaaaaaay!\n\n#nowplaying #np #Listen #TuneIn #TuneInOrBeTunedOut #unsigned #unsignedartist #',Aqours,Anime,Aqours,Aqours,,Neutral
171,171,171,171,243,1/17/2019 7:30,b'Canciones para trabajar en la madrugada y no morir en el intento\nO quiz s...\nMy Heart Will Go On de James Horner ',Celine Dion,Pop,My Heart Will Go On,Let's talk about love,,Neutral
172,172,172,172,244,1/17/2019 7:30,"b""#NowPlaying Still Crazy For You by Rick Springfield Album Success Hasn't Spoiled Me Yet  """,Rick Springfield,pop,Still Crazy For You , Success Hasn't Spoiled Me Yet,,Positive
173,173,173,173,245,1/17/2019 7:30,b'#Nowplaying Everyday Level Up!  ( ', Everyday Level Up!  ,Anime, Everyday Level Up!  , Everyday Level Up!  ,,Negative
174,174,174,174,246,1/17/2019 7:30,b'#NowPlaying Safha We Tawaita by   on #Anghami     \n#mood  ', Wael Kfoury,Rock,Safha We Tawaita,Ya Dale Ya Rohi,,Neutral
175,175,175,175,247,1/17/2019 7:30,b'#NowPlaying Duso Moja  Kemal Monteno', Kemal Monteno,pop,Duso Moja , Kemal Monteno Duso Moja,,Neutral
176,176,176,176,248,1/17/2019 7:30,"b""#NowPlaying I Can't Go For That by Hall &amp Oates on  in #RVA  Please Like &amp RT #80sChildRadio""", Hall & Oates,ROCK,I Can't Go For That , Private Eyes,,Neutral
177,177,177,177,249,1/17/2019 7:30,b'#NowPlaying    My Best Friend via #PraiseworldRadio\n\nTune in!!!', Tim McGraw,country,My Best Friend,A Place in the Sun,,Positive
178,178,178,178,250,1/17/2019 7:30,b'#NowPlaying Worth (ft Mike Caesar by DJ Tony on #UrbanRadio NewMusicInsite ',Anthony Brown and group therAPy,Christian,worth , Everyday Jesus,,Positive
179,179,179,179,251,1/17/2019 7:30,"b' #nowplaying ""Counting Clouds"" Blank &amp Jones in #RadioLounge'",counting clouds,Electronic, blank and jones, Relax,,Neutral
180,180,180,180,252,1/17/2019 7:30,b'Now Playing #Lump  Curse of the Contemporary on    #playingnow #nowplaying listen at ',Laura Marling,ROCK, Curse of the Contemporary,Lump ,,Positive
181,181,181,181,255,1/17/2019 7:30,"b""#NowPlaying Could've Been (ft Bryson Tiller by H.E.R on #UrbanRadio Slow Jams """,H.E.R,pop,Could've Been ,Could've Been ,,Positive
182,182,182,182,256,1/17/2019 7:30,b'#NowPlaying Eadam Mayet by  _Youtube on #Anghami   ', Omar Khairat,pop,Eadam Mayet,Eadam Mayet,,Neutral
183,183,183,183,257,1/17/2019 7:30,b'#NowPlaying Never Been To Spain by   on #Anghami ',Three Dog Night,Electronic,Never Been To Spain, Harmony,,Neutral
184,184,184,184,258,1/17/2019 7:30,b'  Cokelat  Segitiga [146 listeners #NowPlaying \nDownload player ', Cokelat,pop,Cokelat  Segitiga, Segitiga ,,Neutral
185,185,185,185,259,1/17/2019 7:30,b'#AhoraSuena #NowPlaying Selena Gomez &amp The Scene  Hit the Lights #InacapRadio',Selena Gomez & The Scene,Pop, Hit the Lights, When the Sun Goes Down,,Neutral
186,186,186,186,260,1/17/2019 7:30,"b'#NowPlaying  02:29:35 ET ""Planet Of Sound by Pixies from ""Trompe Le Monde (1991)'",Pixies,Alternative,Planet Of Sound,Trompe le Monde,,Negative
187,187,187,187,261,1/17/2019 7:30,b'Muzik Iz Life and Life Iz Muzik \nCheck Out This Song #NowPlaying Legbegbe by Mr Real                 Tunein  ', Mr Real,pop,Legbegbe,Legbegbe,,Positive
188,188,188,188,263,1/17/2019 7:30,b'#NowPlaying Maluma ft Eli Palacios  La Temperatura Maluma ft Eli Palacios \n',Maluma ,pop,La Temperatura,PB.DB the Mixtape,,Neutral
189,189,189,189,265,1/17/2019 7:30,b'#NowPlaying Jessie Baylin  Supermoon #musicforfamilies #musicforkids #children',Jessie Baylin ,pop, Supermoon,Jessie Baylin  Supermoon,,Neutral
190,190,190,190,266,1/17/2019 7:30,b'#NowPlaying Youthful Praise (Ft J.J Hairston  Resting On His Promise on ',Youthful Praise,rock,Resting On His Promise , J.J Hairston,,Neutral
191,191,191,191,267,1/17/2019 7:30,b'#NowPlaying Gusttavo Lima  Gusttavo Lima  Balada boa Tche tche rere Gusttavo Lima  Balada boa Tche tche rere Gusttavo Lima',Gusttavo Lima,pop,Balada , Gusttavo Lima e você,,Neutral
192,192,192,192,268,1/17/2019 7:30,b'Sipping My life (Bonus Track by John Park  #NowPlaying',John Park,pop,Sipping My life ,Bonus Track ,,Neutral
193,193,193,193,269,1/17/2019 7:30,b'Sheck Wes  Rich White #NowPlaying #RageRadio',Sheck Wes,rock,  Rich White,  Rich White,,Positive
194,194,194,194,272,1/17/2019 7:29,b'#NowPlaying Eternal Flame by Bangles on #80s Mixed   Tune in &amp catch the wave at ',The Bangles,rock,Eternal Flame,Everything,,Neutral
195,195,195,195,274,1/17/2019 7:29,b'#nowplaying Jill Scott  Hate On Me LISTEN HERE   #standup #comedy #hilarious #followus #music',Jill Scott,pop,  Hate On Me,The Real Thing: Words and Sounds Vol. 3,,Negative
196,196,196,196,277,1/17/2019 7:29,b'#nowplaying #1038fm Keabadian  Reza  streaming klik  #musikenakseharian stop piracy  buy ', Reza Artamevia,pop,Keabadian,Keabadian  ,,Neutral
197,197,197,197,278,1/17/2019 7:29,"b""NE1fm 102.5 is #NowPlaying  Giant by Calvin Harris x Rag'n'Bone Man""",Calvin Harris ,rap,Giant, Rag'n'Bone Man,,Neutral
198,198,198,198,279,1/17/2019 7:29,b'#NowPlaying Hip-Hop  by Joell Ortiz  #KeepingTheMusicInMotion #ListenLive #TeamPlatinum #Hiphop #RnB #OnlineRadio',Joell Ortiz,rap,Hip-Hop ,The Brick: Bodega Chronicles,,Neutral
199,199,199,199,280,1/17/2019 7:29,"b'Now Playing ""Orpheus No  Mark Goldenberg (Album  ""L\'homme valise"" #NowPlaying'",Mark Goldenberg,pop,Orpheus No ,Kabanwo Motta Otoko,,Neutral
200,200,200,200,281,1/17/2019 7:29,b'RT   nowplaying ',Jan Johnston ,Electronic, Sleeping Satellite, Sleeping Satellite,,Neutral
201,201,201,201,282,1/17/2019 7:29,b'#NowPlaying Jan Johnston  Sleeping Satellite On Atlantic Radio Uk #Hits',Verkligheten ,pop,Verkligheten  Soilwork, Soilwork,,Neutral
202,202,202,202,287,1/17/2019 7:29,b'#nowplaying #NPbot whiz  TrySail  Sail Canvas',TrySail ,pop,Sail Canvas,Sail Canvas,,Neutral
203,203,203,203,288,1/17/2019 7:29,b'RT   #NowPlaying  The Rolling Stones  Mixed Emotions    #ClassicRock',The Rolling Stones,rock, Mixed Emotions, Steel Wheels,,Neutral
204,204,204,204,290,1/17/2019 7:29,b'#nowplaying beast in black  beast in black.',beast in black ,rock,beast in black ,beast in black ,,Negative
205,205,205,205,291,1/17/2019 7:29,"b""#NowPlaying God's Grace by Trin-i-tee 5:7 on #UrbanRadio Gospel Hits """, Trin-i-Tee 5:7,christian,God's Grace,Angel & Chanelle,,Neutral
206,206,206,206,292,1/17/2019 7:29,b'RT  _WIGWAM Wild Horse    King Of The Underworld #nowplaying\nListen now at ',WIGWAM,pop,Wild Horse ,King Of The Underworld,,Positive
207,207,207,207,294,1/17/2019 7:29,"b""#NowPlaying F L M (12' Version  Mel &amp Kim""",Mel and Kim,pop,F L M,F L M,,Neutral
208,208,208,208,295,1/17/2019 7:29,b'#NowPlaying Ohio Bumper Stickers by Beth Stelling Tune in now at   ', Beth Stelling,rap,Ohio Bumper Stickers,Ohio Bumper Stickers,,Neutral
209,209,209,209,298,1/17/2019 7:29,b'#NOWPLAYING #IWANFALS WITH ORANG PINGGIRAN',Iwan Fals &Franky Sahilatua,pop,ORANG PINGGIRAN,Orang Pinggiran,,Neutral
210,210,210,210,299,1/17/2019 7:29,b'#NowPlaying Aza Lineage  Mixtape  07 Love Alone on  #RootsReggaeHub #ReggaeAllDay',Aza Lineage,Reggae,  Love Alone,  Love Alone,,Positive
211,211,211,211,300,1/17/2019 7:29,"b""#NowPlaying Imany feat Filatov &amp Karas  Don't Be So Shy (Radio Mix on MGZC #Radio """,Imany,pop,Don't Be So Shy,French Women,,Positive
212,212,212,212,301,1/17/2019 7:29,b'#nowplaying Billionaire Boys  Glory by Billionaireboysdna feat billionaireboysdna ft TCLM via   ',Billionaire Boys,pop,  Glory,Billionaireboysdna ,,Neutral
213,213,213,213,302,1/17/2019 7:29,"b""#nowplaying Vortex Infinitum (Robo-Ky's Theme by Gregory Payne""",N.EX.T,rock,Vortex Infinitum,Guilty Gear XX #Reload Korean Version Original Sound Track,,Neutral
214,214,214,214,303,1/17/2019 7:29,b'#NowPlaying Fefe by 6ix9ine on #UrbanRadio Hip Hop ',6ix9ine,Rap,Fefe,ScumGang,,Neutral
215,215,215,215,304,1/17/2019 7:29,b'#NowPlaying Monoxide Project  Burnout Cowboy on #airarkansas   Come Listen  Submit Music  #arkansas',Monoxide Project,rock,  Burnout Cowboy, Monoxide Project  Burnout Cowboy ,,Neutral
216,216,216,216,305,1/17/2019 7:29,b'#NowPlaying on The  The Only Factor by Crowbar #HIT #PLAY  ALL NITE  ALL DAY ', Crowbar,Metal, The Only Factor ,Time Heals Nothing,,Neutral
217,217,217,217,306,1/17/2019 7:29,b'#NowPlaying Olamide  Update on #Naijatastic  ',Olamide,pop,Update,Olamide  Update,,Neutral
218,218,218,218,307,1/17/2019 7:29,b'#NowPlaying Craig David  Fill Me In on   ',Craig David,rock, Fill Me In ,Born to Do It,,Neutral
219,219,219,219,309,1/17/2019 7:29,b'#NowPlaying Town Hall  Mary A Longden',Town Hall,folk,Mary A Longden,Roots & Bells,,Neutral
220,220,220,220,311,1/17/2019 7:28,b'#NowPlaying Forever My Lady by Jodeci on #UrbanRadio Greatest Hits R&amp;B ',Jodeci,folk,Forever My Lady,Forever My Lady,,Positive
221,221,221,221,312,1/17/2019 7:28,"b'#NowPlaying Killing Joke  ""Sanity '",Killing Joke ,Alternative,Sanity,Brighter Than a Thousand Suns,,Neutral
222,222,222,222,313,1/17/2019 7:28,b'#NowPlaying So Macho [f38  Sinitta',Sinitta,pop,So Macho ,Sinitta!,,Neutral
223,223,223,223,315,1/17/2019 7:28,"b'#Trending #Music ""Thinking Bout You by ""Ariana Grande""\n#NowPlaying '", Ariana Grande,pop,Thinking Bout You, Dangerous Woman,,Neutral
224,224,224,224,316,1/17/2019 7:28,"b'Now Playing ""Dirt by Penguin Cafe Orchestra\n#NowPlaying \n'",Penguin Cafe Orchestra,Worldbeat,Dirt , Signs of Life,,Neutral
225,225,225,225,318,1/17/2019 7:28,b' #nowplaying Herbie Hancock Sun Touch available on  ',Herbie Hancock,Jazz,Sun Touch, Man-Child,,Positive
226,226,226,226,321,1/17/2019 7:28,b'Devils Haircut by Beck  #nowplaying #6music', Beck,country,Devils Haircut,Odelay,,Neutral
227,227,227,227,322,1/17/2019 7:28,b'#NowPlaying Four Days Late  Eleanor Riley on   #ChroniclesChristianRadio #ccradioco', Eleanor Riley,pop,Four Days Late ,Four Days Late ,,Negative
228,228,228,228,323,1/17/2019 7:28,b'Both of Us by Yellow Claw STORi  #NowPlaying',Yellow Claw,Electronic,Both of Us,New Blood,,Neutral
229,229,229,229,324,1/17/2019 7:28,b'#NowPlaying Chimo by Terry G \nwe play all your favorite jamz ',Terry G,Rap,Chimo ,Chimo ,,Positive
230,230,230,230,325,1/17/2019 7:28,b'#NowPlaying  Young M.A  Bleed #TheGodzillaStation #Trending',Young M.A,Rap, Bleed,Young M.A  Bleed ,,Positive
231,231,231,231,326,1/17/2019 7:28,b'#NowPlaying Love Me Now by John Legend on #UrbanRadio Smooth R&amp;B ', John Legend ,Soul,Love Me Now ,Darkness and Light,,Positive
232,232,232,232,327,1/17/2019 7:28,b'#NowPlaying Say It by Tory Lanez on #UrbanRadio R&amp;B Hits ',Tory Lanez,Rap,say it,I Told You,,Neutral
233,233,233,233,328,1/17/2019 7:28,b'Devils Haircut by Beck  #nowplaying #6music',Beck,country,Devils Haircut,Odelay,,Neutral
234,234,234,234,329,1/17/2019 7:28,b'Working On A Way Out by Hidden Pictures from Synchronized Sleeping #NowPlaying #CollegeRadio', Hidden Pictures ,rock,Working On A Way Out,Synchronized Sleeping,,Negative
235,235,235,235,331,1/17/2019 7:28,b'#nowplaying Chain Of Fools (Original Mix by Dian Solo feat Eva Maria Dian Solo Eva Maria',Dian Solo ,pop,Chain Of Fools,Dian Solo Eva Maria,,Positive
236,236,236,236,332,1/17/2019 7:28,"b'#NowPlaying  02:27:16 ET ""We Drink On The Job by Earlimart from ""Everyone Down Here (2003)'",Earlimart,rock,We Drink On The Job ,Everyone Down Here,,Positive
237,237,237,237,333,1/17/2019 7:28,"b""#yurzradio #NowPlaying The Boys Town Gang  Can't Take My Eyes Off You #reims #champagne #EnjoyMusicfromReims """,Boys Town Gang,pop,Can't Take My Eyes Off You,Disc Charge,,Neutral
238,238,238,238,334,1/17/2019 7:28,b'#NowPlaying Masego  Navajo Navajo Masego ',Masego ,Soul, Navajo, Navajo Masego,,Neutral
239,239,239,239,335,1/17/2019 7:28,b'#NowPlaying Pat Kalla &amp Le Super Mojo  Jongler ',Pat Kalla,ROCK, Jongler,Le Super Mojo ,,Positive
240,240,240,240,336,1/17/2019 7:28,b'#NowPlaying White Zombie  More Human Than Human #Radio #webplayer ', White Zombie,Rock,  More Human Than Human, Astro-Creep: 2000  Songs of Love Destruction and Other Synthetic Delusions of the Electric Head,,Positive
241,241,241,241,337,1/17/2019 7:28,b'#NowPlaying #Killswitch Engage  Reject Yourself    #playstation #PlayStation4 #PS2 #PS1 #PS3',Killswitch Engage,Metal,Reject Yourself,As Daylight Dies,,Neutral
242,242,242,242,339,1/17/2019 7:27,b'Beck  Devils Haircut  #NowPlaying #6music',Beck,country,Devils Haircut,Odelay,,Neutral
243,243,243,243,340,1/17/2019 7:27,b'#NowPlaying on   Unique  What I Got Is What You Need (extended    #funk #80s #disco #radio #classics',Unique,pop,What I Got Is What You Need,What I Got Is What You Need,,Positive
244,244,244,244,341,1/17/2019 7:27,b'#NowPlaying Ready Or Not by After 7 on #UrbanRadio Old School R&amp;B ',After 7,soul,Ready Or Not ,After 7,,Positive
245,245,245,245,342,1/17/2019 7:27,b'#Nowplaying #UK Garage  Da Click  Good Rhymes (Original Mix  A Side',Garage,pop,  Da Click,  Good Rhymes ,,Positive
246,246,246,246,343,1/17/2019 7:27,b'#nowplaying\nMouse in a Maze by Useless ID\n The Lost Broken Bones\n',Useless ID,Alternative,Mouse in a Maze,The Lost Broken Bones,,Negative
247,247,247,247,345,1/17/2019 7:27,b'RT  _WIGWAM Wild Horse    King Of The Underworld #nowplaying\nListen now at ',WIGWAM,pop,Wild Horse ,King Of The Underworld,,Positive
248,248,248,248,347,1/17/2019 7:27,"b'#nowplaying "" from ""Waltz on Life Line by 9mm Parabellum Bullet #songsinfo '",9mm Parabellum Bullet,Rock,Waltz on Life Line,Waltz on Life Line,,Neutral
249,249,249,249,348,1/17/2019 7:27,"b""RT   [  Love Shot by   is #NowPlaying on #VirginRadioHotHits as the winner of tonight's #LoveItOr""",EXO,Pop,love shot ,Don't Mess Up My Tempo,,Negative
250,250,250,250,349,1/17/2019 7:27,b'#NowPlaying Monica  Why I Love You So Much #NothingButSlowJams #passionplayground Listen Live ',Monica,soul, Why I Love You So Much,Miss Thang,,Positive
251,251,251,251,350,1/17/2019 7:27,b'#NowPlaying   You Make Me Feel So Sick #LocalPlaylisters ',The Crooks,Rock,You Make Me Feel So Sick, Speed Kills,,Negative
252,252,252,252,351,1/17/2019 7:27,b'Menghujam Jantungku  Tompi #NowPlaying #IstaraFM [14:27 wib]',Tompi,Jazz,Menghujam Jantungku ,My Happy Life,,Neutral
253,253,253,253,352,1/17/2019 7:27,b'Generasi Galau  #NowPlaying',Generasi Galau ,Jazz,Generasi Galau ,Generasi Galau ,,Neutral
254,254,254,254,353,1/17/2019 7:27,"b'Now Playing ""Up In Heaven (Not Only Here) by The Clash\n#NowPlaying \n'",The Clash,Alternative,Up In Heaven (Not Only Here) , Sandinista!,,Neutral
255,255,255,255,354,1/17/2019 7:27,b'#NowPlaying El Berna Jam Ya Llego [CUT  Berna Jam',Berna Jam,pop,Ya Llego,Welcome to Salsopoli,,Neutral
256,256,256,256,355,1/17/2019 7:27,b'#NowPlaying Crosstreet  _crossTreet  Depend on you on ', Crosstreet ,soul, Depend on you on,crossTreet,,Neutral
257,257,257,257,356,1/17/2019 7:27,"b""#NowPlaying Blu Cantrell  Hit 'Em Up Style (Oops! (Video Version)(1 on #LifecomRadio.org,uk""",Blu Cantrell,pop, Hit 'Em Up Style, So Blu,,Neutral
258,258,258,258,357,1/17/2019 7:27,b'#nowplaying African Disco  Pat Kalla &amp le Super Mojo (Jongler  2018  ',Jongler,rock,African Disco,Pat Kalla & le Super Mojo,,Positive
259,259,259,259,360,1/17/2019 7:27,b'#NowPlaying Tints by Anderson Paak on #UrbanRadio New R&amp;B ',Anderson .Paak,Rap,Tints ,Oxnard,,Positive
260,260,260,260,361,1/17/2019 7:27,b'#NowPlaying The Night We Met by   on #Anghami ',Lord Huron,Alternative,The Night We Met,Iamsound,,Neutral
261,261,261,261,363,1/17/2019 7:27,b'#NowPlaying on Parani Gee  Sri Lankan Records LIVE Mihiravi by Sanath Nandasiri  ',Sanath Nandasiri,country,Parani Gee , Sri Lankan Records,,Negative
262,262,262,262,365,1/17/2019 7:27,b'#NowPlaying Superfly By Superbob on   ',Superbob,rock,Superfly ,Superbob,,Neutral
263,263,263,263,366,1/17/2019 7:27,b'#nowplaying START over AGAIN    THe FIRST BITe ',New Hope Club,pop, START over AGAIN,    THe FIRST BITe,,Positive
264,264,264,264,368,1/17/2019 7:27,b'#NowPlaying   Amy Grant  Takes A Little Time  ON #GGhRADIO  #GospelGh  | Download #GGhRADIO app FREE from G ',Amy Grant,christian, Takes A Little Time,Behind the Eyes,,Positive
265,265,265,265,369,1/17/2019 7:27,b'Grouplove  Ways To Go  #NowPlaying',Grouplove,Alternative,  Ways To Go, Spreading Rumours,,Neutral
266,266,266,266,370,1/17/2019 7:27,"b'#NowPlaying   Endless sorrow ""Original Mix ALBUM Endless sorrow'",Ayumi Hamasaki,pop, Endless sorrow ,I Am...,,Negative
267,267,267,267,371,1/17/2019 7:27,b'RT  _JAPARI   ChouCho #NowPlaying   ',ChouCho ,pop,JAPARI,secretgarden,,Neutral
268,268,268,268,373,1/17/2019 7:26,"b'Listening to ""DCR440  Drumcode Radio Live  Adam Beyer live from Tobacco Do...  by Adam Beyer #nowplaying'",Adam Beyer,rock,Tobacco Do,Drumcode,,Negative
269,269,269,269,375,1/17/2019 7:26,b'Gaye Arbuckle  Miracles &amp Blessings  #NowPlaying On  -',Gaye Arbuckle,christian, Miracles and Blessings, Miracles and Blessings,,Neutral
270,270,270,270,377,1/17/2019 7:26,"b""#NowPlaying Dee Snider  We're Not Gonna Take It (2016 Acoustic Recording : Tune In """,Twisted Sister,pop,Dee Snider  We're Not Gonna Take It, Stay Hungry,,Neutral
271,271,271,271,378,1/17/2019 7:26,b'#NowPlaying Cup of Tea  Lizzy Ashliegh #Listen live on our free app #1037Thebeat\nThe Voice of Muskegon!',Lizzy Ashliegh,pop,Cup of Tea, Mind Over Ma EP,,Positive
272,272,272,272,381,1/17/2019 7:26,b'#NowPlaying on  1999 (f Troye Sivan by  _xcx',Charli XCX & Troye Sivan,pop,1999,1999,,Neutral
273,273,273,273,382,1/17/2019 7:26,b'Tamia  Who Do You Tell\n#NowPlaying',Tamia,Soul,Who Do You Tell,Tamia,,Neutral
274,274,274,274,383,1/17/2019 7:26,b'#NowPlaying Julie Bergan  All Hours On Atlantic Radio Uk #Hits',Julie Bergan,pop,All Hours ,Julie Bergan  All Hours ,,Neutral
275,275,275,275,384,1/17/2019 7:26,b'#NowPlaying barber Viernes 13  barber Viernes 13 drop En  #elblokeradio',barber Viernes 13,rock, drop, barber Viernes 13,,Neutral
276,276,276,276,385,1/17/2019 7:26,b'RT   #NowPlaying Junior Mafia feat Lil Kim &amp Notorious BIG  Crush On You on   ',Lil' Kim,Rap,Crush On You,Hard Core,,Neutral
277,277,277,277,386,1/17/2019 7:26,b'Jon Tessier  For a Little Eye Candy Streaming LIVE on Indie Star Radio Listen at   #Music ',Jon Tessier,pop,For a Little Eye Candy,Jon Tessier  For a Little Eye Candy,,Negative
278,278,278,278,387,1/17/2019 7:26,b'#nowPlaying  Nana Yaa  No One Has To Know (These 4 Walls  on Ghana Music Radio Just tune in ', Nana Yaa,pop,  No One Has To Know, Nana Yaa  No One Has To Know,,Neutral
279,279,279,279,389,1/17/2019 7:26,b'#nowplaying Pump Da Party  Nhato  PRINCESS OF TRANCE #02 ', Nhato,Anime,Pump Da Party,PRINCESS OF TRANCE,,Neutral
280,280,280,280,390,1/17/2019 7:26,b'#NowPlaying Adorn by Miguel on #UrbanRadio Slow Jams ', Miguel,pop,Adorn,Kaleidoscope Dream,,Negative
281,281,281,281,391,1/17/2019 7:26,b'#NowPlaying on   Electrosound  Pump The Beat #ElectroBass #DrumAnd  ', Alka & Feiv,House,Pump The Beat,Pump The Beat,,Neutral
282,282,282,282,392,1/17/2019 7:26,b'RT   #NowPlaying   Silly  DJ Marky  Tune in   #dnb #drumandbass #dnbnow',DJ Marky,Electronic,Silly,My Heroes,,Negative
283,283,283,283,393,1/17/2019 7:26,b' ChouCho #NowPlaying   ',ChouCho ,pop,JAPARI,secretgarden,,Neutral
284,284,284,284,394,1/17/2019 7:26,"b'#nowplaying ""Tame Impala  Desire Be Desire Go [Live] from the album [Currents [Live [Bonus Disc]] #tameimpala'",Tame Impala,pop,  Desire Be Desire, Go,,Negative
285,285,285,285,395,1/17/2019 7:26,b'#nowplaying letlive  Foreign Cab Rides',Letlive ,Metal, Foreign Cab Rides, If I'm the Devil...,,Negative
286,286,286,286,396,1/17/2019 7:26,b'#nowplaying letlive  A Weak Ago',Letlive ,Metal,A Weak Ago, If I'm the Devil...,,Negative
287,287,287,287,398,1/17/2019 7:26,b'NE1fm 102.5 is #NowPlaying  You Make Me Wanna by Usher',Usher,pop,You Make Me Wanna,Soul,,Neutral
288,288,288,288,399,1/17/2019 7:26,b'#NowPlaying TwentyThree LDOT  Grind  ',TwentyThree LDOT,rock,  Grind,TwentyThree LDOT  Grind,,Neutral
